Company_Name,City,Product_Requirement,Est_Consumption_Kg,Status
"Chada, Sachdev and Khalsa Refineries",Kochi,Lithium Carbonate,1401,Contacted
Date LLC Refineries,Hosur,Nickel Sulphate,4591,Sample Requested
Salvi-Sagar Refineries,Hosur,Lithium Carbonate,1421,Leads Generated
Reddy-Atwal Refineries,Visakhapatnam,Lithium Carbonate,921,Contacted
Kohli-Vaidya Refineries,Coimbatore,Nickel Sulphate,3454,Discussion Stage
Rajagopal-Chadha Refineries,Chennai,Lithium Carbonate,693,Sample Requested
Ray-Saraf Refineries,Kochi,Lithium Carbonate,3428,Leads Generated
"Chad, Dass and Sathe Refineries",Coimbatore,Lithium Carbonate,3986,Contacted
Sehgal-Hayre Refineries,Hosur,Lithium Carbonate,1898,Leads Generated
Sane-Saran Refineries,Coimbatore,Cobalt Sulphate,2473,Leads Generated
"Kumar, Sehgal and Pillay Refineries",Bengaluru,Lithium Carbonate,2465,Discussion Stage
Savant-Dada Refineries,Visakhapatnam,Manganese Sulphate,1779,Sample Requested
Dugar-D’Alia Refineries,Hosur,Nickel Sulphate,2833,LOI Received
Dani-Doshi Refineries,Kochi,Nickel Sulphate,2347,Contacted
Ahluwalia Group Refineries,Hyderabad,Cobalt Sulphate,4119,Leads Generated
Dugal Ltd Refineries,Hosur,Cobalt Sulphate,1593,Leads Generated
Sharma PLC Refineries,Chennai,Manganese Sulphate,3987,Leads Generated
"Ravel, Sane and Soman Refineries",Hyderabad,Nickel Sulphate,1788,Contacted
Sastry Inc Refineries,Chennai,Lithium Carbonate,4311,Contacted
Shenoy-Rajagopalan Refineries,Hosur,Nickel Sulphate,4470,Contacted
Chanda-Sampath Refineries,Hosur,Nickel Sulphate,1816,Leads Generated
Dhillon-Dalal Refineries,Bengaluru,Nickel Sulphate,4199,Leads Generated
Chowdhury PLC Refineries,Hosur,Manganese Sulphate,1437,Contacted
Shere LLC Refineries,Chennai,Nickel Sulphate,3468,Leads Generated
"Kamdar, Bhalla and Shroff Refineries",Chennai,Lithium Carbonate,2549,Contacted
"Pingle, Iyer and Sibal Refineries",Hyderabad,Manganese Sulphate,760,Discussion Stage
"Shroff, Nadig and Sankaran Refineries",Hyderabad,Lithium Carbonate,2352,Contacted
Khare Ltd Refineries,Chennai,Manganese Sulphate,3132,Leads Generated
"Mane, Goswami and Dhar Refineries",Hosur,Cobalt Sulphate,1156,Leads Generated
Thakur-Choudhry Refineries,Visakhapatnam,Cobalt Sulphate,1483,Sample Requested
Oommen-Gera Refineries,Coimbatore,Manganese Sulphate,4304,Contacted
Goswami Inc Refineries,Bengaluru,Cobalt Sulphate,1162,LOI Received
Gill Group Refineries,Hyderabad,Manganese Sulphate,1974,Leads Generated
"Kaul, Tella and Dada Refineries",Hyderabad,Lithium Carbonate,4031,Contacted
Gade-Yadav Refineries,Hyderabad,Lithium Carbonate,1299,Contacted
"Parmer, Sura and Bedi Refineries",Hyderabad,Cobalt Sulphate,3801,Sample Requested
Barad Ltd Refineries,Hyderabad,Cobalt Sulphate,1310,Leads Generated
Gala-Andra Refineries,Bengaluru,Lithium Carbonate,1969,Leads Generated
"Manda, Kara and Sibal Refineries",Coimbatore,Manganese Sulphate,1525,LOI Received
Dara LLC Refineries,Kochi,Lithium Carbonate,3774,Leads Generated
Kibe Ltd Refineries,Hosur,Lithium Carbonate,4028,Discussion Stage
Choudhry and Sons Refineries,Hosur,Nickel Sulphate,2474,Leads Generated
Naidu Group Refineries,Hyderabad,Manganese Sulphate,853,Sample Requested
"Parikh, Bose and Sura Refineries",Bengaluru,Cobalt Sulphate,3915,Sample Requested
Palan-Sarraf Refineries,Hyderabad,Cobalt Sulphate,4106,Contacted
"Modi, Shanker and Varty Refineries",Kochi,Manganese Sulphate,2851,Sample Requested
"D’Alia, Ravel and Rana Refineries",Chennai,Cobalt Sulphate,2331,Contacted
Dugar-Kale Refineries,Hosur,Cobalt Sulphate,1245,Leads Generated
Bhandari PLC Refineries,Kochi,Manganese Sulphate,801,Contacted
Chandran-Khare Refineries,Chennai,Nickel Sulphate,4845,Leads Generated
Bhagat PLC Refineries,Hosur,Manganese Sulphate,2472,Discussion Stage
Agrawal-Mannan Refineries,Chennai,Cobalt Sulphate,1216,Contacted
Jayaraman and Sons Refineries,Coimbatore,Lithium Carbonate,563,Contacted
"Oommen, Shroff and Koshy Refineries",Chennai,Nickel Sulphate,4520,Contacted
"Gara, Kumar and Goswami Refineries",Coimbatore,Lithium Carbonate,763,Discussion Stage
Om-Narayan Refineries,Kochi,Manganese Sulphate,2792,Contacted
"Sood, Gole and Apte Refineries",Coimbatore,Lithium Carbonate,1366,Leads Generated
Dutta-Sarkar Refineries,Hosur,Manganese Sulphate,1918,Discussion Stage
"Divan, Mittal and Lal Refineries",Kochi,Cobalt Sulphate,1661,Leads Generated
Handa Ltd Refineries,Bengaluru,Nickel Sulphate,3018,Discussion Stage
Rai-Tandon Refineries,Hosur,Manganese Sulphate,4251,Discussion Stage
"Sahota, Dutt and Kadakia Refineries",Visakhapatnam,Manganese Sulphate,1359,Contacted
"Kaul, Nigam and Sarin Refineries",Kochi,Lithium Carbonate,2902,Contacted
Bakshi-Sachdeva Refineries,Bengaluru,Nickel Sulphate,1547,Discussion Stage
"Chhabra, Thakkar and Pall Refineries",Bengaluru,Cobalt Sulphate,784,Contacted
Dasgupta LLC Refineries,Hosur,Manganese Sulphate,4729,LOI Received
Arya Group Refineries,Coimbatore,Nickel Sulphate,2773,Leads Generated
"Ramakrishnan, Swamy and Agate Refineries",Chennai,Nickel Sulphate,2437,Leads Generated
Tata and Sons Refineries,Visakhapatnam,Nickel Sulphate,1825,Discussion Stage
Dasgupta LLC Refineries,Coimbatore,Nickel Sulphate,4410,Leads Generated
Nadig PLC Refineries,Chennai,Lithium Carbonate,500,Sample Requested
Mutti-Choudhury Refineries,Visakhapatnam,Lithium Carbonate,3987,Discussion Stage
Dey-Acharya Refineries,Chennai,Manganese Sulphate,2143,Contacted
"Dasgupta, Solanki and Chakraborty Refineries",Coimbatore,Manganese Sulphate,837,Leads Generated
Anne-Halder Refineries,Kochi,Nickel Sulphate,2521,Leads Generated
Bajaj Inc Refineries,Hosur,Cobalt Sulphate,4300,Leads Generated
Bhagat-Bala Refineries,Bengaluru,Manganese Sulphate,3424,Contacted
Rajan-Kara Refineries,Bengaluru,Lithium Carbonate,1519,Leads Generated
Ranganathan and Sons Refineries,Chennai,Cobalt Sulphate,1857,Leads Generated
Jha Ltd Refineries,Hyderabad,Nickel Sulphate,2475,Leads Generated
Puri-Sharaf Refineries,Hyderabad,Lithium Carbonate,4420,Contacted
"Modi, Chakrabarti and Anand Refineries",Visakhapatnam,Cobalt Sulphate,1110,Discussion Stage
Natt Inc Refineries,Chennai,Lithium Carbonate,4942,Contacted
"Srinivas, Halder and Sridhar Refineries",Coimbatore,Manganese Sulphate,1051,Sample Requested
Warrior-Srinivasan Refineries,Chennai,Nickel Sulphate,4362,Contacted
"Kaur, Mall and Lata Refineries",Hyderabad,Nickel Sulphate,3042,Contacted
"Cherian, Joshi and Pradhan Refineries",Chennai,Nickel Sulphate,2489,Sample Requested
Dyal LLC Refineries,Bengaluru,Manganese Sulphate,4712,Contacted
Mukhopadhyay-Narang Refineries,Visakhapatnam,Nickel Sulphate,3116,Leads Generated
Tripathi and Sons Refineries,Visakhapatnam,Cobalt Sulphate,4867,Sample Requested
Kari-Sibal Refineries,Bengaluru,Manganese Sulphate,3684,Discussion Stage
Vohra-Nayak Refineries,Chennai,Lithium Carbonate,2081,Contacted
Sahni Inc Refineries,Chennai,Lithium Carbonate,781,Leads Generated
Biswas-Sandal Refineries,Kochi,Nickel Sulphate,3662,Discussion Stage
"Minhas, Grover and Chand Refineries",Kochi,Cobalt Sulphate,1013,Sample Requested
Om Ltd Refineries,Hosur,Manganese Sulphate,3686,LOI Received
Arya-Vohra Refineries,Visakhapatnam,Cobalt Sulphate,1026,Discussion Stage
"Sahni, Arora and Kapur Refineries",Hosur,Nickel Sulphate,3105,Leads Generated
Nori Ltd Refineries,Hyderabad,Manganese Sulphate,1844,Leads Generated
Anand-Choudhury Refineries,Coimbatore,Cobalt Sulphate,2261,Leads Generated
"Vora, Subramaniam and Pradhan Refineries",Visakhapatnam,Nickel Sulphate,1798,Contacted
Devi-Sinha Refineries,Bengaluru,Lithium Carbonate,4654,Contacted
Gala Ltd Refineries,Hosur,Manganese Sulphate,850,Sample Requested
Bajaj-Barad Refineries,Bengaluru,Lithium Carbonate,2677,Contacted
Puri and Sons Refineries,Bengaluru,Nickel Sulphate,1312,Contacted
Talwar-Goswami Refineries,Hyderabad,Lithium Carbonate,1403,Leads Generated
"Lal, Sridhar and Thaker Refineries",Hosur,Nickel Sulphate,3794,Contacted
Pandit PLC Refineries,Hosur,Cobalt Sulphate,3712,LOI Received
Gaba-Nayak Refineries,Bengaluru,Cobalt Sulphate,3599,LOI Received
"Gala, Swamy and Kade Refineries",Hyderabad,Lithium Carbonate,1835,Leads Generated
Jhaveri-Kata Refineries,Chennai,Lithium Carbonate,4847,Leads Generated
Keer-Bir Refineries,Bengaluru,Lithium Carbonate,3883,Sample Requested
"Parsa, Salvi and Kakar Refineries",Hyderabad,Cobalt Sulphate,2488,Contacted
Sekhon LLC Refineries,Coimbatore,Lithium Carbonate,2380,Contacted
Mani LLC Refineries,Kochi,Manganese Sulphate,1485,Contacted
Rattan-Mangat Refineries,Kochi,Nickel Sulphate,503,Leads Generated
"Bumb, Toor and Bassi Refineries",Bengaluru,Lithium Carbonate,1837,Sample Requested
Sama PLC Refineries,Coimbatore,Manganese Sulphate,2072,Leads Generated
Balan-Lall Refineries,Bengaluru,Cobalt Sulphate,2739,Discussion Stage
Manda Inc Refineries,Visakhapatnam,Cobalt Sulphate,4721,Contacted
Comar-Gopal Refineries,Hosur,Manganese Sulphate,1542,Discussion Stage
Korpal-Pal Refineries,Bengaluru,Cobalt Sulphate,3662,Sample Requested
Singh Inc Refineries,Hosur,Cobalt Sulphate,4173,Sample Requested
"Vohra, Dugar and Jain Refineries",Visakhapatnam,Manganese Sulphate,2170,Contacted
Tank Group Refineries,Hosur,Manganese Sulphate,1039,Contacted
Sachar-Bedi Refineries,Visakhapatnam,Nickel Sulphate,1778,Leads Generated
"Borde, Parmer and Contractor Refineries",Bengaluru,Manganese Sulphate,1883,Leads Generated
"Mitra, Brar and Raman Refineries",Hyderabad,Manganese Sulphate,4584,LOI Received
"Vala, Varty and Barad Refineries",Chennai,Nickel Sulphate,3219,Sample Requested
Mital-Ramanathan Refineries,Hosur,Nickel Sulphate,1195,Discussion Stage
Ghose Ltd Refineries,Visakhapatnam,Lithium Carbonate,3949,Sample Requested
"Mann, Barad and Manda Refineries",Coimbatore,Cobalt Sulphate,2081,Leads Generated
Sheth-Rattan Refineries,Visakhapatnam,Cobalt Sulphate,1192,Leads Generated
Kuruvilla Ltd Refineries,Hosur,Nickel Sulphate,4709,Discussion Stage
Ranganathan-Doshi Refineries,Chennai,Cobalt Sulphate,2002,Leads Generated
"De, Chaudry and Mittal Refineries",Hosur,Lithium Carbonate,807,Contacted
Chanda-Oza Refineries,Hyderabad,Cobalt Sulphate,3932,Sample Requested
Chana-Venkataraman Refineries,Kochi,Nickel Sulphate,4174,Leads Generated
Garg-Sarma Refineries,Hyderabad,Nickel Sulphate,2732,Leads Generated
"Chhabra, Patla and Shere Refineries",Visakhapatnam,Manganese Sulphate,1047,Contacted
"Ghosh, Tripathi and Boase Refineries",Bengaluru,Nickel Sulphate,3562,Leads Generated
Lad Inc Refineries,Hyderabad,Cobalt Sulphate,4029,Contacted
"Chatterjee, Tak and Nadkarni Refineries",Bengaluru,Manganese Sulphate,3066,Contacted
Tata-Bora Refineries,Kochi,Lithium Carbonate,4588,LOI Received
"Kurian, Devan and Lad Refineries",Coimbatore,Cobalt Sulphate,1327,LOI Received
Gade PLC Refineries,Kochi,Nickel Sulphate,3615,Contacted
Subramanian-Aggarwal Refineries,Coimbatore,Lithium Carbonate,3717,Leads Generated
"Chatterjee, Hora and Bir Refineries",Hyderabad,Lithium Carbonate,3052,Discussion Stage
Balakrishnan-Padmanabhan Refineries,Visakhapatnam,Cobalt Sulphate,2387,Discussion Stage
Savant-Mammen Refineries,Visakhapatnam,Nickel Sulphate,1752,Sample Requested
Nazareth-Ghose Refineries,Hosur,Nickel Sulphate,4510,Contacted
"Kaur, Dutt and Lal Refineries",Hosur,Manganese Sulphate,1252,Discussion Stage
Jaggi-Kalita Refineries,Bengaluru,Cobalt Sulphate,4028,Leads Generated
Sekhon-Varty Refineries,Kochi,Cobalt Sulphate,2970,Contacted
Prasad-Bumb Refineries,Hyderabad,Nickel Sulphate,4863,Leads Generated
"Sampath, Handa and Subramaniam Refineries",Bengaluru,Cobalt Sulphate,4660,Leads Generated
"Apte, Kale and Sami Refineries",Visakhapatnam,Manganese Sulphate,607,Leads Generated
"Baral, Natt and Gera Refineries",Kochi,Nickel Sulphate,1360,Contacted
Modi-Verma Refineries,Kochi,Cobalt Sulphate,4102,Sample Requested
Sani Group Refineries,Bengaluru,Manganese Sulphate,946,Leads Generated
Bala-Sengupta Refineries,Hosur,Cobalt Sulphate,3099,Discussion Stage
"Rajagopal, Kaul and Sehgal Refineries",Kochi,Manganese Sulphate,1272,Leads Generated
Bava Ltd Refineries,Chennai,Manganese Sulphate,3622,Leads Generated
"Chander, Sanghvi and Thakkar Refineries",Hyderabad,Cobalt Sulphate,2920,Contacted
Mane LLC Refineries,Coimbatore,Manganese Sulphate,4692,Leads Generated
"Kibe, Sethi and Seshadri Refineries",Coimbatore,Manganese Sulphate,1993,Leads Generated
"Chaudhuri, Kala and Bava Refineries",Hyderabad,Lithium Carbonate,4597,Contacted
"Mani, Sundaram and Handa Refineries",Coimbatore,Cobalt Sulphate,1588,Leads Generated
"Soman, Acharya and Chandran Refineries",Hyderabad,Cobalt Sulphate,4279,Discussion Stage
Datta Ltd Refineries,Visakhapatnam,Cobalt Sulphate,4047,Discussion Stage
Divan LLC Refineries,Hosur,Manganese Sulphate,3779,Leads Generated
Barad-Dhar Refineries,Kochi,Cobalt Sulphate,2220,Contacted
Memon-Keer Refineries,Visakhapatnam,Manganese Sulphate,4214,Contacted
Bajaj-Varty Refineries,Coimbatore,Cobalt Sulphate,1122,Sample Requested
Tata and Sons Refineries,Hosur,Lithium Carbonate,3192,Leads Generated
Pingle Group Refineries,Visakhapatnam,Lithium Carbonate,2734,Contacted
Dass-Vyas Refineries,Kochi,Manganese Sulphate,513,Leads Generated
Khalsa and Sons Refineries,Chennai,Nickel Sulphate,4909,Contacted
Tiwari-Sarkar Refineries,Hyderabad,Manganese Sulphate,3871,Leads Generated
Mistry-Panchal Refineries,Kochi,Nickel Sulphate,4789,Sample Requested
"Shere, Oak and Kale Refineries",Visakhapatnam,Lithium Carbonate,942,Contacted
Murty-Sarna Refineries,Bengaluru,Cobalt Sulphate,3307,LOI Received
"Setty, Gala and Bajaj Refineries",Chennai,Cobalt Sulphate,3604,Contacted
"Puri, Verma and Palla Refineries",Kochi,Lithium Carbonate,3052,Discussion Stage
Thaman-Chatterjee Refineries,Hyderabad,Cobalt Sulphate,2981,Sample Requested
Raj-Tank Refineries,Bengaluru,Nickel Sulphate,1099,Leads Generated
Jain-Aurora Refineries,Visakhapatnam,Cobalt Sulphate,2343,Leads Generated
Mani-Wagle Refineries,Hyderabad,Manganese Sulphate,4032,Leads Generated
Peri-Soni Refineries,Visakhapatnam,Nickel Sulphate,952,Sample Requested
"Comar, Badami and Sandhu Refineries",Hyderabad,Manganese Sulphate,2564,Leads Generated
Som-Sheth Refineries,Kochi,Nickel Sulphate,1272,Leads Generated
Randhawa-Som Refineries,Kochi,Lithium Carbonate,4215,Contacted
Kar LLC Refineries,Coimbatore,Lithium Carbonate,3683,Sample Requested
Sachdeva Group Refineries,Hyderabad,Lithium Carbonate,2378,Leads Generated
Bhakta Ltd Refineries,Hyderabad,Manganese Sulphate,4094,Leads Generated
Bhatia and Sons Refineries,Kochi,Manganese Sulphate,686,Sample Requested
Mistry LLC Refineries,Coimbatore,Cobalt Sulphate,730,Contacted
Seshadri Group Refineries,Hosur,Nickel Sulphate,2833,Contacted
Roy-Narang Refineries,Visakhapatnam,Lithium Carbonate,3268,Contacted
Bail-Subramaniam Refineries,Bengaluru,Nickel Sulphate,3758,Sample Requested
"Ghosh, Vala and Gala Refineries",Chennai,Nickel Sulphate,2278,Leads Generated
Mital-Wable Refineries,Coimbatore,Cobalt Sulphate,2111,Discussion Stage
Tank Group Refineries,Hyderabad,Lithium Carbonate,2611,Leads Generated
Lalla Ltd Refineries,Coimbatore,Manganese Sulphate,4703,Contacted
Sarna and Sons Refineries,Hosur,Nickel Sulphate,1622,Sample Requested
"Vora, Ahuja and Kale Refineries",Chennai,Nickel Sulphate,4633,Contacted
"Soni, Salvi and Oak Refineries",Visakhapatnam,Manganese Sulphate,640,Contacted
Chakraborty-Amble Refineries,Coimbatore,Nickel Sulphate,4592,Discussion Stage
"Kalla, Varghese and Bhatti Refineries",Hosur,Manganese Sulphate,4857,Discussion Stage
"Kalita, Sharma and Badal Refineries",Bengaluru,Lithium Carbonate,1070,Leads Generated
Srinivasan-Garde Refineries,Kochi,Manganese Sulphate,1890,Contacted
Oommen PLC Refineries,Visakhapatnam,Nickel Sulphate,1619,Sample Requested
Tripathi Group Refineries,Bengaluru,Cobalt Sulphate,4562,Leads Generated
"Narain, Bava and Sem Refineries",Coimbatore,Manganese Sulphate,2349,Contacted
Prabhakar-Bora Refineries,Chennai,Cobalt Sulphate,3019,Leads Generated
Zacharia-Tak Refineries,Chennai,Cobalt Sulphate,3743,Leads Generated
Vig Inc Refineries,Chennai,Lithium Carbonate,2242,LOI Received
Lanka LLC Refineries,Coimbatore,Lithium Carbonate,3901,Sample Requested
Mishra-Chandran Refineries,Chennai,Nickel Sulphate,3240,Leads Generated
"Natarajan, Sarkar and Balasubramanian Refineries",Bengaluru,Cobalt Sulphate,1444,Contacted
"Oommen, Rout and Nayak Refineries",Chennai,Manganese Sulphate,4398,Leads Generated
Mannan-Uppal Refineries,Hosur,Manganese Sulphate,1812,Sample Requested
Nazareth-Manne Refineries,Hyderabad,Nickel Sulphate,3816,Sample Requested
Wali and Sons Refineries,Kochi,Lithium Carbonate,2439,Leads Generated
Kade and Sons Refineries,Bengaluru,Lithium Carbonate,2261,Contacted
"Ramanathan, Gala and Sampath Refineries",Coimbatore,Cobalt Sulphate,3133,Sample Requested
Chandran-Kumer Refineries,Chennai,Lithium Carbonate,2639,Leads Generated
"Vasa, Vaidya and Kibe Refineries",Visakhapatnam,Nickel Sulphate,3870,Discussion Stage
Rao PLC Refineries,Coimbatore,Lithium Carbonate,3140,Contacted
Dar-Morar Refineries,Coimbatore,Cobalt Sulphate,581,Contacted
Balay Ltd Refineries,Visakhapatnam,Nickel Sulphate,1837,Leads Generated
Bumb-Naidu Refineries,Kochi,Nickel Sulphate,4633,Contacted
Upadhyay LLC Refineries,Bengaluru,Cobalt Sulphate,3595,Discussion Stage
"Borra, Kari and Borah Refineries",Visakhapatnam,Nickel Sulphate,3976,Leads Generated
"Sane, Chowdhury and Minhas Refineries",Hosur,Cobalt Sulphate,957,Sample Requested
"Mistry, Setty and Som Refineries",Coimbatore,Manganese Sulphate,1089,Contacted
Golla and Sons Refineries,Hosur,Manganese Sulphate,3786,Contacted
Sura and Sons Refineries,Bengaluru,Cobalt Sulphate,2232,Discussion Stage
Bhatti-Pai Refineries,Visakhapatnam,Manganese Sulphate,2016,Sample Requested
Naik PLC Refineries,Kochi,Lithium Carbonate,4159,Leads Generated
Sandhu Ltd Refineries,Visakhapatnam,Manganese Sulphate,3267,Sample Requested
Dua-Ganesan Refineries,Coimbatore,Lithium Carbonate,3424,Contacted
Gole and Sons Refineries,Bengaluru,Nickel Sulphate,1859,Leads Generated
"Bala, Chaudhuri and Aurora Refineries",Bengaluru,Lithium Carbonate,4870,Leads Generated
Dhillon-Golla Refineries,Bengaluru,Cobalt Sulphate,3402,Sample Requested
Barad-Hari Refineries,Visakhapatnam,Cobalt Sulphate,4362,Leads Generated
"Atwal, Parmer and Sethi Refineries",Bengaluru,Manganese Sulphate,4977,Leads Generated
"Krishnan, Nagi and Ramanathan Refineries",Hyderabad,Manganese Sulphate,1481,Leads Generated
Ram-Zachariah Refineries,Kochi,Cobalt Sulphate,2827,Discussion Stage
Purohit Ltd Refineries,Bengaluru,Nickel Sulphate,4164,Discussion Stage
Seshadri Ltd Refineries,Visakhapatnam,Lithium Carbonate,4531,Sample Requested
Kalita-Warrior Refineries,Hosur,Manganese Sulphate,1427,Discussion Stage
Pandey-Nagi Refineries,Hyderabad,Lithium Carbonate,1804,Contacted
Lall and Sons Refineries,Bengaluru,Cobalt Sulphate,2881,LOI Received
"Nadig, Lalla and Singhal Refineries",Coimbatore,Nickel Sulphate,3864,LOI Received
Nath Ltd Refineries,Bengaluru,Nickel Sulphate,1389,Sample Requested
Kothari-Chauhan Refineries,Kochi,Lithium Carbonate,825,Sample Requested
Ray-Guha Refineries,Hyderabad,Nickel Sulphate,988,Contacted
Kala-Rao Refineries,Bengaluru,Nickel Sulphate,2253,Discussion Stage
"Bumb, Dhawan and Om Refineries",Kochi,Lithium Carbonate,629,Sample Requested
De Inc Refineries,Visakhapatnam,Cobalt Sulphate,3667,Sample Requested
Swamy Ltd Refineries,Hyderabad,Nickel Sulphate,3584,Contacted
Memon-Luthra Refineries,Bengaluru,Cobalt Sulphate,1513,Discussion Stage
Hegde-Rege Refineries,Hosur,Nickel Sulphate,862,Contacted
"Basak, Pandey and Lal Refineries",Coimbatore,Nickel Sulphate,3284,Contacted
Rastogi and Sons Refineries,Bengaluru,Lithium Carbonate,4161,Leads Generated
Kapadia PLC Refineries,Coimbatore,Lithium Carbonate,1639,Contacted
Tella Group Refineries,Hosur,Nickel Sulphate,725,Contacted
Suri LLC Refineries,Coimbatore,Nickel Sulphate,2370,Contacted
Peri-Sodhi Refineries,Hyderabad,Lithium Carbonate,3967,Contacted
Contractor Ltd Refineries,Coimbatore,Lithium Carbonate,1355,Sample Requested
"Baria, Mittal and Pall Refineries",Coimbatore,Manganese Sulphate,4632,Contacted
Grewal Ltd Refineries,Coimbatore,Manganese Sulphate,4710,Discussion Stage
"Kashyap, Ghosh and Sarma Refineries",Hyderabad,Cobalt Sulphate,3428,Contacted
