Company_Name,City,Battery_Type,Est_Monthly_Kg,Status
Yohannan Ltd E-Waste Solutions,Visakhapatnam,EV Battery Packs,692,Leads Generated
Salvi-Sharma E-Waste Solutions,Visakhapatnam,Laptop,139,Qualified
Gandhi LLC E-Waste Solutions,Hosur,Mobile Phone,911,Contacted
Dada-Kala E-Waste Solutions,Visakhapatnam,E-Scooter,746,Qualified
"Nadkarni, Nagy and Som E-Waste Solutions",Hosur,Mobile Phone,640,Contacted
Kadakia-Nagy E-Waste Solutions,Bengaluru,EV Battery Packs,947,Contacted
Banik-Choudhry E-Waste Solutions,Bengaluru,Mobile Phone,178,Leads Generated
"Chowdhury, Roy and Keer E-Waste Solutions",Visakhapatnam,E-Bike,598,Contacted
Ray Inc E-Waste Solutions,Chennai,E-Bike,1150,Contacted
"Venkatesh, Mall and Vora E-Waste Solutions",Visakhapatnam,E-Bike,1240,Leads Generated
"Kala, Kapur and Lad E-Waste Solutions",Hyderabad,E-Bike,1154,LOI Received
Bora-Tiwari E-Waste Solutions,Hosur,Laptop,981,Leads Generated
"Gade, Sharaf and Wali E-Waste Solutions",Hosur,Mobile Phone,250,Qualified
Ravi Inc E-Waste Solutions,Bengaluru,EV Battery Packs,1093,Qualified
Sangha-Chauhan E-Waste Solutions,Hyderabad,Mobile Phone,921,Leads Generated
Gaba PLC E-Waste Solutions,Hyderabad,Mobile Phone,988,Interested
"Chana, Chanda and Dhar E-Waste Solutions",Kochi,E-Scooter,896,Contacted
Nagarajan Ltd E-Waste Solutions,Hosur,Laptop,845,Contacted
"Ray, Krishna and Bandi E-Waste Solutions",Visakhapatnam,EV Battery Packs,1407,Contacted
"Seth, Bedi and Agate E-Waste Solutions",Hyderabad,EV Battery Packs,1457,Contacted
"Rao, Sachdeva and Tripathi E-Waste Solutions",Coimbatore,E-Bike,740,Qualified
Sawhney PLC E-Waste Solutions,Coimbatore,Mobile Phone,909,Leads Generated
Som Inc E-Waste Solutions,Visakhapatnam,EV Battery Packs,440,Leads Generated
Ratti Group E-Waste Solutions,Kochi,E-Bike,1061,Leads Generated
Contractor Ltd E-Waste Solutions,Coimbatore,Laptop,872,Leads Generated
Taneja Group E-Waste Solutions,Coimbatore,EV Battery Packs,1269,Qualified
"Nagi, Narula and Walla E-Waste Solutions",Kochi,Laptop,983,Qualified
Edwin-Dhingra E-Waste Solutions,Kochi,Laptop,1446,Leads Generated
"Biswas, Deo and Gandhi E-Waste Solutions",Hyderabad,Laptop,541,Contacted
Shroff-Sinha E-Waste Solutions,Hyderabad,EV Battery Packs,293,Leads Generated
"Sahota, Bera and Bawa E-Waste Solutions",Coimbatore,EV Battery Packs,1091,Leads Generated
Deshmukh-Tripathi E-Waste Solutions,Kochi,E-Scooter,1383,Contacted
Warrior Inc E-Waste Solutions,Hyderabad,E-Bike,806,Leads Generated
Das LLC E-Waste Solutions,Coimbatore,Laptop,421,Contacted
"Morar, Kamdar and Bala E-Waste Solutions",Coimbatore,EV Battery Packs,765,Contacted
Krishnan-Kannan E-Waste Solutions,Chennai,EV Battery Packs,1443,Leads Generated
Agate-Dass E-Waste Solutions,Hosur,E-Bike,1463,Qualified
Mani and Sons E-Waste Solutions,Hosur,Laptop,581,Leads Generated
Nadig-Ben E-Waste Solutions,Kochi,E-Bike,143,Qualified
Raval-Sodhi E-Waste Solutions,Chennai,E-Bike,189,Contacted
Dar Inc E-Waste Solutions,Bengaluru,EV Battery Packs,1015,Interested
Pal-Kibe E-Waste Solutions,Bengaluru,E-Bike,1401,Leads Generated
Bhasin-Dayal E-Waste Solutions,Bengaluru,E-Bike,974,Interested
"Bhalla, Radhakrishnan and Murthy E-Waste Solutions",Chennai,EV Battery Packs,977,Interested
Rattan-Kara E-Waste Solutions,Coimbatore,E-Bike,462,Leads Generated
Ganesan-Bhatti E-Waste Solutions,Hyderabad,Mobile Phone,1443,Leads Generated
"Nadkarni, Menon and Chaudhari E-Waste Solutions",Hosur,Mobile Phone,952,Leads Generated
Venkataraman-Srinivasan E-Waste Solutions,Chennai,Mobile Phone,1179,Leads Generated
"Hari, Sarin and Pingle E-Waste Solutions",Kochi,Laptop,152,Leads Generated
"Pillai, Chowdhury and Vasa E-Waste Solutions",Bengaluru,EV Battery Packs,1297,Leads Generated
Issac Group E-Waste Solutions,Visakhapatnam,Mobile Phone,874,Contacted
Korpal and Sons E-Waste Solutions,Hosur,E-Bike,1447,Leads Generated
Mangal-Gokhale E-Waste Solutions,Hosur,Mobile Phone,1281,Leads Generated
"Kothari, Karpe and Baral E-Waste Solutions",Hyderabad,E-Scooter,1085,Leads Generated
"Thakkar, Ramaswamy and Khatri E-Waste Solutions",Hyderabad,EV Battery Packs,958,Interested
Kala-Rana E-Waste Solutions,Chennai,E-Bike,682,Contacted
"Parekh, Murthy and Mukherjee E-Waste Solutions",Chennai,Laptop,989,Contacted
"Srinivas, Chandran and Viswanathan E-Waste Solutions",Chennai,EV Battery Packs,1282,Qualified
"Morar, Dey and Borde E-Waste Solutions",Coimbatore,E-Bike,167,Leads Generated
Balakrishnan Group E-Waste Solutions,Coimbatore,E-Scooter,583,Qualified
Grewal PLC E-Waste Solutions,Hosur,Laptop,383,Contacted
Malhotra-Naidu E-Waste Solutions,Bengaluru,E-Bike,531,Leads Generated
Bajwa Ltd E-Waste Solutions,Kochi,Mobile Phone,876,Leads Generated
"Kara, Mittal and Mishra E-Waste Solutions",Hyderabad,E-Bike,1331,Leads Generated
Rout-Rout E-Waste Solutions,Hyderabad,E-Scooter,1020,Leads Generated
Mittal Group E-Waste Solutions,Kochi,EV Battery Packs,948,Leads Generated
Ganesh-Mallick E-Waste Solutions,Visakhapatnam,Mobile Phone,604,Interested
Goel-Bawa E-Waste Solutions,Hosur,Mobile Phone,1124,Interested
"Vora, Ramesh and Puri E-Waste Solutions",Hosur,Laptop,365,Contacted
Sinha Group E-Waste Solutions,Bengaluru,Mobile Phone,687,Leads Generated
Palla Ltd E-Waste Solutions,Bengaluru,Mobile Phone,830,Contacted
"Parsa, Mittal and Kashyap E-Waste Solutions",Coimbatore,Mobile Phone,910,Qualified
Sama PLC E-Waste Solutions,Coimbatore,Laptop,192,Leads Generated
Pal-Raval E-Waste Solutions,Hosur,Mobile Phone,948,Leads Generated
"Barman, Raj and Badami E-Waste Solutions",Kochi,EV Battery Packs,1035,Leads Generated
Kulkarni-Chand E-Waste Solutions,Chennai,E-Scooter,923,Contacted
Mitra-Buch E-Waste Solutions,Bengaluru,EV Battery Packs,1478,Contacted
Tandon Group E-Waste Solutions,Chennai,Laptop,1257,Leads Generated
Barad and Sons E-Waste Solutions,Kochi,Laptop,998,Leads Generated
"Bhattacharyya, Sant and Arora E-Waste Solutions",Hosur,E-Scooter,843,Leads Generated
Bhardwaj-Karnik E-Waste Solutions,Kochi,E-Bike,695,Leads Generated
"Rajagopal, Zachariah and Raja E-Waste Solutions",Coimbatore,Mobile Phone,164,Contacted
Samra-Ram E-Waste Solutions,Bengaluru,E-Scooter,327,Qualified
Gole-Konda E-Waste Solutions,Visakhapatnam,E-Scooter,667,LOI Received
"Nadig, Pingle and Andra E-Waste Solutions",Hosur,EV Battery Packs,1284,Qualified
Dhar-Sani E-Waste Solutions,Chennai,Mobile Phone,411,Leads Generated
Batra-Karan E-Waste Solutions,Visakhapatnam,EV Battery Packs,1489,Contacted
Prakash Inc E-Waste Solutions,Coimbatore,Laptop,1183,Leads Generated
Keer-Dutt E-Waste Solutions,Chennai,Mobile Phone,244,Contacted
Verma-Pillay E-Waste Solutions,Bengaluru,EV Battery Packs,493,Contacted
Bora-Gill E-Waste Solutions,Hosur,E-Bike,1058,Contacted
"Mutti, Kurian and Bhagat E-Waste Solutions",Hosur,E-Bike,1059,Contacted
Soni Inc E-Waste Solutions,Chennai,Mobile Phone,754,Leads Generated
Shenoy Group E-Waste Solutions,Hyderabad,E-Scooter,525,Qualified
"Misra, Nagi and Bedi E-Waste Solutions",Chennai,Laptop,250,Contacted
Misra LLC E-Waste Solutions,Kochi,Laptop,984,Leads Generated
"Ravel, Jayaraman and Salvi E-Waste Solutions",Coimbatore,E-Bike,471,Leads Generated
Chopra-Choudhary E-Waste Solutions,Coimbatore,E-Bike,1175,Contacted
Palan-Warrior E-Waste Solutions,Hyderabad,E-Bike,654,Contacted
"Sunder, Muni and Shanker E-Waste Solutions",Hosur,EV Battery Packs,535,Contacted
Agate-Naik E-Waste Solutions,Kochi,Mobile Phone,339,Leads Generated
Nayar Ltd E-Waste Solutions,Chennai,Laptop,548,Qualified
Dyal Ltd E-Waste Solutions,Kochi,E-Scooter,441,Leads Generated
Uppal-Sekhon E-Waste Solutions,Bengaluru,E-Bike,108,Leads Generated
"Chhabra, Narayan and Brahmbhatt E-Waste Solutions",Visakhapatnam,Mobile Phone,212,Qualified
Madan-Ranganathan E-Waste Solutions,Bengaluru,E-Scooter,1128,Qualified
Bahl-Sha E-Waste Solutions,Kochi,EV Battery Packs,355,Leads Generated
Kapoor Ltd E-Waste Solutions,Hosur,Laptop,753,Qualified
Vala-Deep E-Waste Solutions,Chennai,E-Scooter,1174,Leads Generated
"Magar, Bali and Bhatt E-Waste Solutions",Visakhapatnam,E-Bike,1030,Leads Generated
Barad LLC E-Waste Solutions,Bengaluru,E-Scooter,1431,Leads Generated
"Parekh, Bandi and Morar E-Waste Solutions",Bengaluru,E-Scooter,642,Leads Generated
Patel and Sons E-Waste Solutions,Hosur,Mobile Phone,431,Interested
"Palan, Vaidya and Nath E-Waste Solutions",Coimbatore,E-Scooter,422,Leads Generated
"Kala, Krishnamurthy and Bajwa E-Waste Solutions",Coimbatore,Laptop,1500,Leads Generated
"Bal, Sawhney and Sandhu E-Waste Solutions",Kochi,E-Bike,151,Leads Generated
Divan and Sons E-Waste Solutions,Visakhapatnam,E-Scooter,202,Contacted
"Jayaraman, Sahni and Raja E-Waste Solutions",Hosur,EV Battery Packs,1384,Interested
"Deep, Bath and Munshi E-Waste Solutions",Chennai,E-Scooter,1406,Contacted
Madan-Shukla E-Waste Solutions,Hosur,E-Scooter,737,Leads Generated
Lad LLC E-Waste Solutions,Hosur,E-Scooter,847,Leads Generated
Gola-Dewan E-Waste Solutions,Chennai,Laptop,1199,Leads Generated
Chaudhry-Ram E-Waste Solutions,Coimbatore,EV Battery Packs,1181,Leads Generated
Yadav-Raval E-Waste Solutions,Kochi,Mobile Phone,1383,Leads Generated
Prabhu PLC E-Waste Solutions,Chennai,EV Battery Packs,290,LOI Received
Choudhry-Dugar E-Waste Solutions,Kochi,E-Scooter,1377,Interested
Dhawan-Narayanan E-Waste Solutions,Hosur,E-Scooter,668,LOI Received
Bahl-Barad E-Waste Solutions,Visakhapatnam,E-Scooter,1173,Contacted
"Nadkarni, Jain and Ganesan E-Waste Solutions",Hosur,EV Battery Packs,240,Leads Generated
Magar-Sampath E-Waste Solutions,Visakhapatnam,EV Battery Packs,576,Interested
Munshi Inc E-Waste Solutions,Kochi,Laptop,1020,Contacted
"Mander, Dora and Gopal E-Waste Solutions",Kochi,EV Battery Packs,973,Leads Generated
Vora and Sons E-Waste Solutions,Chennai,E-Scooter,792,Interested
Joshi-Dayal E-Waste Solutions,Chennai,Mobile Phone,794,Leads Generated
Char-Mand E-Waste Solutions,Bengaluru,E-Bike,1067,Leads Generated
Bassi-Jayaraman E-Waste Solutions,Hyderabad,Laptop,1168,Contacted
Bhatti-Bains E-Waste Solutions,Coimbatore,EV Battery Packs,1450,Leads Generated
De-Sharma E-Waste Solutions,Visakhapatnam,E-Scooter,1187,Leads Generated
"Raju, Bumb and Nagarajan E-Waste Solutions",Coimbatore,E-Bike,444,Contacted
"Choudhry, Pal and Khalsa E-Waste Solutions",Chennai,E-Scooter,1025,Contacted
"Thaman, Natt and Varghese E-Waste Solutions",Kochi,Laptop,311,Interested
Gulati Group E-Waste Solutions,Coimbatore,EV Battery Packs,623,Contacted
"Chakraborty, Ranganathan and Vasa E-Waste Solutions",Hyderabad,E-Scooter,1364,Leads Generated
Sami Ltd E-Waste Solutions,Visakhapatnam,E-Scooter,1238,Leads Generated
Bhatia-Barad E-Waste Solutions,Visakhapatnam,E-Scooter,1020,Interested
"Krishna, Ranganathan and Rai E-Waste Solutions",Bengaluru,Mobile Phone,1302,Leads Generated
Jhaveri Group E-Waste Solutions,Kochi,E-Scooter,123,Leads Generated
Dada-Vora E-Waste Solutions,Hyderabad,EV Battery Packs,1218,Leads Generated
Sani Ltd E-Waste Solutions,Kochi,E-Scooter,1412,Qualified
Oak LLC E-Waste Solutions,Coimbatore,E-Bike,859,Contacted
Gera-Chandra E-Waste Solutions,Kochi,Laptop,884,Leads Generated
Patil PLC E-Waste Solutions,Visakhapatnam,E-Scooter,1484,Contacted
"Andra, Venkatesh and Jain E-Waste Solutions",Coimbatore,Mobile Phone,736,Qualified
Singh Inc E-Waste Solutions,Hosur,Laptop,413,Contacted
"Mandal, Misra and Toor E-Waste Solutions",Coimbatore,E-Bike,1075,Qualified
Kala Group E-Waste Solutions,Coimbatore,EV Battery Packs,709,Contacted
Saran-Yohannan E-Waste Solutions,Hosur,E-Bike,129,Interested
"Varghese, Loyal and Dara E-Waste Solutions",Bengaluru,E-Scooter,1275,Contacted
Chana-Venkataraman E-Waste Solutions,Kochi,E-Scooter,1479,Qualified
"Din, Venkataraman and Patla E-Waste Solutions",Chennai,E-Bike,804,Contacted
"Tara, Dubey and Acharya E-Waste Solutions",Hyderabad,Laptop,1162,Interested
Sastry-Mohan E-Waste Solutions,Hosur,E-Bike,917,Contacted
Desai-Bora E-Waste Solutions,Kochi,Laptop,942,LOI Received
Prasad-Gaba E-Waste Solutions,Hosur,Laptop,108,Qualified
Bava-Dhar E-Waste Solutions,Chennai,EV Battery Packs,168,Contacted
"Bahl, Agarwal and Tailor E-Waste Solutions",Hyderabad,Mobile Phone,1427,Leads Generated
Mahal PLC E-Waste Solutions,Chennai,E-Bike,816,Contacted
Dugal PLC E-Waste Solutions,Kochi,EV Battery Packs,1166,Qualified
Dutta PLC E-Waste Solutions,Bengaluru,E-Bike,725,Interested
Sridhar-Rana E-Waste Solutions,Visakhapatnam,Mobile Phone,131,Leads Generated
"Basu, Naidu and Bera E-Waste Solutions",Visakhapatnam,E-Bike,293,Contacted
Lall PLC E-Waste Solutions,Chennai,Mobile Phone,998,Leads Generated
Saxena-Pandit E-Waste Solutions,Hosur,Mobile Phone,1172,Contacted
"Sura, Dass and Ravi E-Waste Solutions",Visakhapatnam,EV Battery Packs,1430,Qualified
Sura Group E-Waste Solutions,Hyderabad,Laptop,563,Leads Generated
Bajaj-Lalla E-Waste Solutions,Kochi,EV Battery Packs,924,Leads Generated
Oak and Sons E-Waste Solutions,Hyderabad,Mobile Phone,671,Contacted
Dube-D’Alia E-Waste Solutions,Coimbatore,E-Scooter,1193,Leads Generated
Wali and Sons E-Waste Solutions,Coimbatore,E-Bike,623,Leads Generated
"Dubey, Salvi and Barman E-Waste Solutions",Hyderabad,Mobile Phone,198,Contacted
Vig-Apte E-Waste Solutions,Hyderabad,E-Scooter,234,Contacted
"Kala, Pingle and Batra E-Waste Solutions",Coimbatore,Mobile Phone,350,LOI Received
Dey-Lad E-Waste Solutions,Chennai,E-Scooter,112,LOI Received
Sawhney-Vala E-Waste Solutions,Chennai,Laptop,1409,Leads Generated
"Reddy, Sibal and De E-Waste Solutions",Visakhapatnam,EV Battery Packs,692,Leads Generated
Grewal Group E-Waste Solutions,Visakhapatnam,Laptop,392,Contacted
Minhas and Sons E-Waste Solutions,Hyderabad,E-Scooter,125,Leads Generated
Bhatnagar Group E-Waste Solutions,Coimbatore,Mobile Phone,1405,Qualified
Kalita-Comar E-Waste Solutions,Kochi,Mobile Phone,1470,Interested
Lal-Tandon E-Waste Solutions,Hosur,EV Battery Packs,997,Leads Generated
Ramakrishnan Inc E-Waste Solutions,Chennai,Mobile Phone,713,Contacted
Parsa LLC E-Waste Solutions,Visakhapatnam,Laptop,1174,Contacted
Dhillon-Tank E-Waste Solutions,Coimbatore,EV Battery Packs,255,Contacted
Sehgal Group E-Waste Solutions,Coimbatore,EV Battery Packs,385,Contacted
Bajwa-Vohra E-Waste Solutions,Hyderabad,E-Bike,371,Leads Generated
"Naik, Narang and Jaggi E-Waste Solutions",Hosur,E-Scooter,1423,Leads Generated
Gour-Sachar E-Waste Solutions,Hosur,E-Scooter,1390,Qualified
Jain LLC E-Waste Solutions,Hyderabad,Laptop,396,Leads Generated
"Sundaram, Natarajan and Mahal E-Waste Solutions",Kochi,E-Bike,173,Interested
"Gandhi, Barman and Thakur E-Waste Solutions",Bengaluru,Laptop,1309,Contacted
"Rastogi, Goda and Seshadri E-Waste Solutions",Chennai,Laptop,336,Contacted
Venkatesh PLC E-Waste Solutions,Hosur,Laptop,1232,Leads Generated
Bandi Inc E-Waste Solutions,Visakhapatnam,E-Bike,327,Leads Generated
"Bawa, Contractor and Shankar E-Waste Solutions",Hyderabad,E-Scooter,1007,Contacted
Sastry Inc E-Waste Solutions,Visakhapatnam,Mobile Phone,887,Interested
D’Alia Ltd E-Waste Solutions,Hyderabad,Mobile Phone,789,Contacted
Majumdar PLC E-Waste Solutions,Chennai,E-Bike,492,Qualified
"Garg, Sankar and Nazareth E-Waste Solutions",Kochi,E-Bike,842,Leads Generated
Gera-Dhawan E-Waste Solutions,Hyderabad,E-Scooter,264,Leads Generated
Magar LLC E-Waste Solutions,Coimbatore,E-Bike,520,Leads Generated
"Ahluwalia, Puri and Borde E-Waste Solutions",Bengaluru,Laptop,960,Qualified
Agate-Dalal E-Waste Solutions,Hosur,EV Battery Packs,825,Contacted
Gupta-Naik E-Waste Solutions,Kochi,Mobile Phone,609,Contacted
"Prashad, Pandey and Ram E-Waste Solutions",Visakhapatnam,Laptop,1256,Leads Generated
Gokhale-Swamy E-Waste Solutions,Hosur,Mobile Phone,966,Interested
"Gera, Mani and Shetty E-Waste Solutions",Chennai,Laptop,975,Leads Generated
Jaggi Inc E-Waste Solutions,Visakhapatnam,Laptop,270,Qualified
Mand LLC E-Waste Solutions,Chennai,E-Scooter,400,Leads Generated
Ramakrishnan-Manne E-Waste Solutions,Visakhapatnam,Mobile Phone,1297,Leads Generated
Venkataraman and Sons E-Waste Solutions,Coimbatore,Laptop,297,LOI Received
Mody-Dhawan E-Waste Solutions,Bengaluru,EV Battery Packs,675,Contacted
"Chad, Dara and Kohli E-Waste Solutions",Chennai,Laptop,1469,Contacted
Bhasin-Varty E-Waste Solutions,Chennai,E-Bike,1266,Qualified
"Grewal, Wali and Char E-Waste Solutions",Visakhapatnam,EV Battery Packs,926,Leads Generated
Dash-Som E-Waste Solutions,Hosur,Laptop,272,LOI Received
Boase Inc E-Waste Solutions,Coimbatore,EV Battery Packs,908,LOI Received
"Muni, Sarma and Halder E-Waste Solutions",Chennai,Mobile Phone,1409,Leads Generated
Mander-Lalla E-Waste Solutions,Kochi,E-Bike,917,Interested
Chandran Group E-Waste Solutions,Bengaluru,Laptop,1198,Interested
"Yadav, Sarkar and Gaba E-Waste Solutions",Hyderabad,E-Scooter,850,Contacted
Banik-Kala E-Waste Solutions,Bengaluru,E-Scooter,990,Contacted
Mahajan-Vala E-Waste Solutions,Coimbatore,EV Battery Packs,371,Leads Generated
Batta and Sons E-Waste Solutions,Bengaluru,Laptop,535,Interested
Hayer-Ramakrishnan E-Waste Solutions,Chennai,Laptop,960,Qualified
Tara-Dash E-Waste Solutions,Coimbatore,Laptop,1072,Contacted
Balay-Bora E-Waste Solutions,Coimbatore,Laptop,859,Interested
"Suri, Parekh and Jayaraman E-Waste Solutions",Visakhapatnam,EV Battery Packs,865,Contacted
Mahal Ltd E-Waste Solutions,Hosur,Mobile Phone,1178,Leads Generated
Sandhu and Sons E-Waste Solutions,Kochi,Mobile Phone,1467,Leads Generated
Mander-Bhatt E-Waste Solutions,Coimbatore,Mobile Phone,1066,Qualified
Sagar-Varma E-Waste Solutions,Visakhapatnam,E-Bike,441,Contacted
Chadha Group E-Waste Solutions,Hosur,EV Battery Packs,1253,Contacted
"Butala, Kashyap and Jayaraman E-Waste Solutions",Chennai,Mobile Phone,1228,Qualified
Raghavan-Salvi E-Waste Solutions,Hosur,EV Battery Packs,451,Leads Generated
Maharaj-Deol E-Waste Solutions,Bengaluru,EV Battery Packs,1282,Qualified
Sanghvi Ltd E-Waste Solutions,Chennai,EV Battery Packs,269,Contacted
Lata-Bajwa E-Waste Solutions,Kochi,Laptop,1496,Leads Generated
"Loke, Sharma and Hora E-Waste Solutions",Kochi,Mobile Phone,1261,Leads Generated
Thaker-Kumar E-Waste Solutions,Kochi,E-Bike,724,Contacted
"Mani, Kalla and Sangha E-Waste Solutions",Hosur,E-Bike,330,Contacted
"Dhingra, Murthy and Parikh E-Waste Solutions",Kochi,Mobile Phone,1407,Contacted
Hayre LLC E-Waste Solutions,Hosur,Mobile Phone,682,Contacted
"Mitter, More and Dass E-Waste Solutions",Chennai,Mobile Phone,253,Contacted
"Pradhan, Samra and Date E-Waste Solutions",Hyderabad,E-Bike,1430,Contacted
Ray Inc E-Waste Solutions,Visakhapatnam,Laptop,600,Contacted
"Walia, Ramachandran and Badami E-Waste Solutions",Bengaluru,E-Scooter,1237,Leads Generated
"Batta, Bera and Ratti E-Waste Solutions",Chennai,E-Bike,1334,Leads Generated
"Chaudhry, Korpal and Jani E-Waste Solutions",Kochi,EV Battery Packs,1481,Leads Generated
"Mand, Joshi and De E-Waste Solutions",Visakhapatnam,E-Bike,1041,Contacted
Tata-Chanda E-Waste Solutions,Coimbatore,E-Scooter,866,Leads Generated
"Raj, Hayre and Krishna E-Waste Solutions",Hosur,E-Scooter,312,Contacted
Golla LLC E-Waste Solutions,Kochi,E-Bike,1478,Leads Generated
"Kashyap, Viswanathan and Kuruvilla E-Waste Solutions",Chennai,E-Bike,693,Leads Generated
"Srinivas, Srivastava and Pathak E-Waste Solutions",Chennai,Laptop,1015,Contacted
"Barad, Sachdev and Dhingra E-Waste Solutions",Hyderabad,Mobile Phone,1268,Contacted
Sarkar-Nanda E-Waste Solutions,Kochi,Laptop,1208,Qualified
Sant-Kulkarni E-Waste Solutions,Chennai,E-Bike,289,Interested
Dugar-Sibal E-Waste Solutions,Chennai,E-Bike,1298,Contacted
Chacko Ltd E-Waste Solutions,Bengaluru,E-Scooter,760,Leads Generated
Aurora-Kala E-Waste Solutions,Coimbatore,Laptop,1376,Contacted
"Munshi, Rege and Vyas E-Waste Solutions",Hosur,E-Bike,1410,Leads Generated
Dara and Sons E-Waste Solutions,Kochi,Mobile Phone,1300,Contacted
"Dube, Mangat and Sengupta E-Waste Solutions",Visakhapatnam,EV Battery Packs,1261,Interested
"Bhat, Lad and Kibe E-Waste Solutions",Hyderabad,EV Battery Packs,211,Leads Generated
Nair-Gandhi E-Waste Solutions,Hyderabad,Mobile Phone,933,Qualified
"Rege, Savant and Garde E-Waste Solutions",Visakhapatnam,Mobile Phone,552,Leads Generated
Sagar LLC E-Waste Solutions,Visakhapatnam,E-Scooter,499,LOI Received
Kari-Sant E-Waste Solutions,Coimbatore,Mobile Phone,1120,Qualified
"Narayanan, Samra and Hayre E-Waste Solutions",Hyderabad,E-Bike,1290,Contacted
Sandhu LLC E-Waste Solutions,Visakhapatnam,E-Scooter,311,LOI Received
Ray-Mangat E-Waste Solutions,Hyderabad,EV Battery Packs,1434,Contacted
"Gade, Kaul and Biswas E-Waste Solutions",Chennai,Laptop,904,Leads Generated
"Balan, Dalal and Gandhi E-Waste Solutions",Visakhapatnam,Mobile Phone,103,Contacted
Walia and Sons E-Waste Solutions,Kochi,Mobile Phone,969,Leads Generated
"Edwin, Tripathi and Kohli E-Waste Solutions",Bengaluru,Laptop,510,Leads Generated
"Chowdhury, Sami and Pradhan E-Waste Solutions",Bengaluru,Mobile Phone,919,Leads Generated
Sahota Group E-Waste Solutions,Visakhapatnam,E-Bike,120,Contacted
"Yadav, Agarwal and Pillay E-Waste Solutions",Kochi,EV Battery Packs,1477,Leads Generated
Lad-Bobal E-Waste Solutions,Chennai,E-Scooter,307,Interested
